1,Thu Aug 19 21:54:38 2021,125094,car,2,4856,PC7C042B7,Unnamed: 0,Thu
5593,Sat Aug 14 07:01:53 2021,2570195,CAR,2,4784,PCDB42B34,559.0,Sat
5594,Sun Aug  8 18:14:55 2021,6872864,CAR,2,4852,PC68969FB,559.0,Sun
5595,Fri Jul 30 23:59:23 2021,2555833,CAR,2,4824,PCFEADFE6,559.0,Fri
5596,Sun Aug 15 08:36:05 2021,8475775,CAR,2,4437,PCBE6CB59,559.0,Sun
5597,Fri Jul 30 08:09:47 2021,5661897,CAR,2,4633,PC974552B,559.0,Fri
5598,Fri Aug 20 12:20:36 2021,2212861,VAN,2,4825,PC8B8C482,559.0,Fri
5599,Wed Aug 18 14:26:24 2021,3003301,VAN,2,4646,PC3F8C42B,559.0,Wed
5600,Wed Aug  4 02:38:27 2021,4287993,CAR,2,4381,PC9DD9DCD,560.0,Wed
5601,Sun Aug  1 19:29:38 2021,1759634,CAR,2,4893,PC3743587,560.0,Sun
5602,Thu Aug 19 19:26:10 2021,5773875,CAR,2,4298,PC3E474F6,560.0,Thu
5603,Sat Aug 14 20:16:06 2021,5003281,CAR,2,4376,PCA283923,560.0,Sat
5604,Sat Aug  7 13:43:13 2021,5162340,VAN,2,4097,PCB1B5BEC,560.0,Sat
5605,Mon Aug  2 03:05:08 2021,7411439,TRUCK,4,4507,PC11DCA73,560.0,Mon
5606,Fri Jul 30 13:20:26 2021,9754368,CAR,2,4979,PC6F36B7A,560.0,Fri
5607,Fri Aug  6 12:13:51 2021,888309,VAN,2,4528,PC1269226,560.0,Fri
5608,Sun Aug 15 09:46:28 2021,6826474,VAN,2,4098,PC89C0554,560.0,Sun
5609,Mon Aug  9 13:09:07 2021,6176961,CAR,2,4382,PCB7341F4,560.0,Mon
5610,Sat Jul 31 02:51:06 2021,7456772,CAR,2,4162,PC51A39A7,561.0,Sat
5611,Fri Aug 13 08:36:48 2021,3616870,VAN,2,4841,PCE45DE8D,561.0,Fri
5612,Mon Aug  2 15:09:51 2021,1911695,VAN,2,4532,PC8DD921E,561.0,Mon
5613,Tue Aug 10 16:23:38 2021,4880556,TRUCK,4,4593,PC3863F6A,561.0,Tue
5614,Mon Aug  9 07:12:03 2021,4042194,CAR,2,4039,PC73BE1E2,561.0,Mon
5615,Thu Aug 19 14:52:18 2021,2449632,CAR,2,4235,PCFB11406,561.0,Thu
5616,Sat Aug 14 11:55:49 2021,8832616,CAR,2,4451,PCF95BF53,561.0,Sat
5617,Thu Aug 12 15:57:46 2021,5211066,TRUCK,4,4736,PC6A65941,561.0,Thu
5618,Fri Aug  6 23:29:25 2021,1652497,TRUCK,4,4806,PC8A8EA51,561.0,Fri
5619,Sat Aug 14 12:53:19 2021,7444017,CAR,2,4391,PCCFD9AB6,561.0,Sat
5620,Mon Aug  9 02:24:17 2021,2757121,CAR,2,4368,PC909A324,562.0,Mon
5621,Thu Aug 19 11:28:28 2021,666222,TRUCK,4,4120,PC6700C62,562.0,Thu
5622,Fri Aug 20 03:30:11 2021,7647644,TRUCK,4,4181,PC4457F74,562.0,Fri
5623,Thu Aug 19 18:50:05 2021,6558267,CAR,2,4923,PC8A7A22A,562.0,Thu
5624,Sun Aug  1 06:43:33 2021,5339029,TRUCK,4,4201,PC0E22DEA,562.0,Sun
5625,Sat Aug 21 14:14:35 2021,3207156,CAR,2,4679,PC88494D0,562.0,Sat
5626,Sun Aug  1 14:51:15 2021,8589603,VAN,2,4202,PC65AA714,562.0,Sun
5627,Mon Aug  9 03:02:25 2021,2659194,CAR,2,4880,PC5A27CDE,562.0,Mon
5628,Sat Aug  7 12:38:09 2021,9910344,CAR,2,4373,PC8806694,562.0,Sat
5629,Mon Aug  9 12:59:28 2021,2308648,CAR,2,4656,PC63844BC,562.0,Mon
5630,Fri Jul 30 06:51:16 2021,875759,CAR,2,4935,PC327D635,563.0,Fri
5631,Fri Aug 20 05:31:25 2021,6283770,TRUCK,4,4431,PC3A23C14,563.0,Fri
5632,Mon Aug  2 20:28:33 2021,7256108,CAR,2,4286,PC12BE494,563.0,Mon
5633,Fri Aug 13 18:31:18 2021,7358441,CAR,2,4174,PC041D874,563.0,Fri
5634,Fri Aug  6 00:53:16 2021,7431007,CAR,2,4719,PCBD66B01,563.0,Fri
5635,Thu Jul 29 12:28:36 2021,7174566,VAN,2,4669,PC36675CE,563.0,Thu
5636,Sun Aug 15 02:38:37 2021,9452861,CAR,2,4771,PC71FE98A,563.0,Sun
5637,Wed Aug 11 13:06:49 2021,8330150,CAR,2,4221,PC90AAFDA,563.0,Wed
5638,Mon Aug 16 19:04:14 2021,9084361,TRUCK,4,4869,PCF775FA6,563.0,Mon
5639,Wed Aug 18 03:38:00 2021,2968816,TRUCK,4,4941,PCA6403C1,563.0,Wed
5640,Fri Aug 20 19:38:16 2021,436365,TRUCK,4,4975,PC818101A,564.0,Fri
5641,Tue Aug  3 22:26:49 2021,1167275,CAR,2,4127,PCA2D76A5,564.0,Tue
5642,Thu Aug  5 11:38:55 2021,7907735,TRUCK,4,4977,PCB077F18,564.0,Thu
5643,Thu Aug 19 00:21:58 2021,7202841,CAR,2,4782,PC6802C08,564.0,Thu
5644,Thu Aug 19 07:43:08 2021,5876575,CAR,2,4172,PC1A43FB7,564.0,Thu
5645,Fri Aug 20 08:04:50 2021,1285237,CAR,2,4747,PC5E524A1,564.0,Fri
5646,Sat Aug 14 10:14:54 2021,4168856,CAR,2,4057,PC4B0DCD2,564.0,Sat
5647,Sat Jul 31 22:50:27 2021,2367749,CAR,2,4554,PC23BA77A,564.0,Sat
5648,Sat Aug  7 13:21:33 2021,5116803,CAR,2,4534,PCAD9E1F9,564.0,Sat
5649,Fri Aug 20 21:02:51 2021,6036463,VAN,2,4581,PCC347465,564.0,Fri
5650,Mon Aug 16 15:48:16 2021,2872131,TRUCK,4,4644,PC411FDC0,565.0,Mon
5651,Mon Aug 16 08:18:22 2021,5466852,CAR,2,4646,PC3F8C42B,565.0,Mon
5652,Thu Aug  5 15:23:25 2021,4020498,CAR,2,4754,PC99AE725,565.0,Thu
5653,Tue Aug 10 01:44:19 2021,6990601,CAR,2,4144,PCAC7E4C1,565.0,Tue
5654,Wed Aug 11 19:13:30 2021,5975342,CAR,2,4137,PC4FA703F,565.0,Wed
5655,Sat Aug 21 16:03:35 2021,4926564,CAR,2,4361,PC2E0C888,565.0,Sat
5656,Sun Aug 15 02:51:21 2021,9772170,CAR,2,4900,PCFE8B604,565.0,Sun
5657,Thu Aug 12 20:29:27 2021,5396493,VAN,2,4755,PC628DCED,565.0,Thu
5658,Sun Aug  1 16:25:02 2021,6919347,CAR,2,4173,PC0EB640E,565.0,Sun
5659,Tue Aug 10 15:04:40 2021,5768565,CAR,2,4775,PCA50FB36,565.0,Tue
5660,Mon Aug  2 05:19:05 2021,168444,CAR,2,4404,PCE03E8B1,566.0,Mon
5661,Thu Aug 19 08:31:56 2021,7914242,CAR,2,4884,PC3FB1BB6,566.0,Thu
5662,Fri Aug 20 12:09:30 2021,5460939,VAN,2,4786,PCB7F1F8A,566.0,Fri
5663,Sun Aug 22 15:16:19 2021,2687182,CAR,2,4086,PC23E470D,566.0,Sun
5664,Sun Aug  1 06:57:05 2021,4313438,CAR,2,4206,PCAC34A40,566.0,Sun
5665,Sat Aug  7 20:43:39 2021,2088008,CAR,2,4575,PC84D9FC1,566.0,Sat
5666,Tue Aug 17 09:43:56 2021,9163696,CAR,2,4481,PC30AAE76,566.0,Tue
5667,Sat Aug 14 07:41:36 2021,7620891,TRUCK,4,4645,PC14FBE4A,566.0,Sat
5668,Fri Aug  6 08:02:58 2021,5103231,VAN,2,4417,PC208F9BB,566.0,Fri
5669,Fri Aug 20 08:51:17 2021,2667558,CAR,2,4576,PC394C979,566.0,Fri
5670,Thu Aug 19 14:21:24 2021,4507389,CAR,2,4718,PC81E83B9,567.0,Thu
5671,Sat Aug 14 20:16:56 2021,9570193,CAR,2,4800,PCA4DF48A,567.0,Sat
5672,Sun Aug 22 06:56:29 2021,4287454,CAR,2,4710,PCE17C964,567.0,Sun
5673,Tue Aug 10 21:39:10 2021,6745669,CAR,2,4344,PC417B8DF,567.0,Tue
5674,Fri Jul 30 13:17:05 2021,2834998,VAN,2,4793,PCD8E3CCB,567.0,Fri
5675,Thu Jul 29 15:54:39 2021,6297152,CAR,2,4074,PCCAFD014,567.0,Thu
5676,Fri Aug 20 03:06:12 2021,7280660,CAR,2,4062,PCDA37101,567.0,Fri
5677,Thu Aug  5 21:55:31 2021,1960275,CAR,2,4180,PC250A90D,567.0,Thu
5678,Mon Aug 16 10:11:58 2021,5559931,VAN,2,4201,PC0E22DEA,567.0,Mon
5679,Sat Aug  7 05:06:56 2021,1454898,TRUCK,4,4616,PCE6675F9,567.0,Sat
5680,Wed Aug  4 16:22:48 2021,7689267,VAN,2,4838,PCEECD973,568.0,Wed
5681,Sun Aug 15 23:14:22 2021,6118277,VAN,2,4404,PCE03E8B1,568.0,Sun
5682,Fri Aug  6 22:13:22 2021,6138445,CAR,2,4553,PC1D57D7F,568.0,Fri
5683,Sat Jul 31 18:22:40 2021,41393,TRUCK,4,4018,PCCB2657A,568.0,Sat
5684,Wed Aug 18 02:37:04 2021,7414155,VAN,2,4430,PC52EA95D,568.0,Wed
5685,Sun Aug  8 02:59:10 2021,1451534,CAR,2,4961,PC92C5115,568.0,Sun
5686,Fri Aug 20 14:19:53 2021,9342020,CAR,2,4218,PC8DF4919,568.0,Fri
5687,Sat Jul 31 22:19:37 2021,2816284,CAR,2,4821,PC67D349A,568.0,Sat
5688,Fri Aug 13 14:50:57 2021,4472339,CAR,2,4686,PCD6E5E77,568.0,Fri
5689,Sat Jul 31 08:08:10 2021,3138121,CAR,2,4415,PC5E202FC,568.0,Sat
5690,Sat Aug 14 20:28:54 2021,6144482,CAR,2,4463,PCAB21FC5,569.0,Sat
5691,Mon Aug 16 16:19:45 2021,8378835,TRUCK,4,4312,PC8D40B22,569.0,Mon
5692,Mon Aug  9 18:13:28 2021,3355463,CAR,2,4189,PC7655FC1,569.0,Mon
5693,Fri Jul 30 06:29:07 2021,3731290,CAR,2,4842,PC16F5A24,569.0,Fri
5694,Thu Aug 12 14:10:53 2021,3286144,TRUCK,4,4197,PCE32ED40,569.0,Thu
5695,Sun Aug  1 21:39:07 2021,9983528,TRUCK,4,4962,PCF858E11,569.0,Sun
5696,Wed Aug 11 07:58:11 2021,200962,VAN,2,4166,PCE450C55,569.0,Wed
5697,Fri Jul 30 23:20:18 2021,4061243,CAR,2,4552,PC05BD3DF,569.0,Fri
5698,Fri Jul 30 23:28:25 2021,7524570,TRUCK,4,4313,PC6D0FC31,569.0,Fri
5699,Wed Aug 18 21:50:26 2021,3085768,CAR,2,4255,PCB7E7138,569.0,Wed
5700,Mon Aug  9 22:51:17 2021,2489642,TRUCK,4,4745,PC6397888,570.0,Mon
5701,Sat Jul 31 10:13:48 2021,2201229,CAR,2,4349,PC5AB6779,570.0,Sat
5702,Thu Aug 12 13:57:30 2021,6491678,CAR,2,4426,PCC0E943C,570.0,Thu
5703,Sun Aug 22 18:31:48 2021,9380211,CAR,2,4141,PC13CB69B,570.0,Sun
5704,Tue Aug 10 16:05:11 2021,2605315,CAR,2,4932,PC46C4A27,570.0,Tue
5705,Sat Aug  7 13:24:27 2021,1559561,CAR,2,4255,PCB7E7138,570.0,Sat
5706,Thu Aug  5 18:08:42 2021,1056457,CAR,2,4327,PC16F59EC,570.0,Thu
5707,Sat Aug  7 01:29:41 2021,3132407,CAR,2,4304,PC89FB76E,570.0,Sat
5708,Thu Aug 19 06:43:08 2021,8304522,CAR,2,4452,PC8C7C5D7,570.0,Thu
5709,Wed Aug  4 23:23:18 2021,7493771,TRUCK,4,4032,PC578F087,570.0,Wed
5710,Sat Aug 21 18:48:44 2021,8568383,TRUCK,4,4631,PCFFF6463,571.0,Sat
5711,Fri Aug 13 02:01:13 2021,2132099,TRUCK,4,4099,PC97F19B1,571.0,Fri
5712,Thu Aug  5 12:48:14 2021,9910448,CAR,2,4199,PC7CCC47B,571.0,Thu
5713,Sun Aug 15 03:44:09 2021,6604315,CAR,2,4604,PC0553E32,571.0,Sun
5714,Sat Aug  7 03:23:32 2021,8274515,CAR,2,4841,PCE45DE8D,571.0,Sat
5715,Sun Aug 22 12:44:37 2021,6881242,CAR,2,4880,PC5A27CDE,571.0,Sun
5716,Wed Aug  4 11:57:36 2021,6793335,TRUCK,4,4082,PCF86214E,571.0,Wed
5717,Sat Aug 14 03:38:12 2021,4746746,CAR,2,4437,PCBE6CB59,571.0,Sat
5718,Wed Aug 18 11:47:26 2021,1389505,TRUCK,4,4670,PC2BE6D87,571.0,Wed
5719,Fri Aug  6 20:10:40 2021,9778062,CAR,2,4119,PC9EBEDB5,571.0,Fri
5720,Sun Aug  8 06:30:42 2021,3794611,VAN,2,4758,PCCE12794,572.0,Sun
5721,Sat Jul 31 02:23:48 2021,9138525,CAR,2,4914,PC2F353E1,572.0,Sat
5722,Sun Aug  1 21:13:43 2021,6088359,CAR,2,4510,PC652EEF2,572.0,Sun
5723,Sat Aug  7 06:14:17 2021,6575817,CAR,2,4276,PC4E15B39,572.0,Sat
5724,Fri Aug 20 12:46:11 2021,1401509,CAR,2,4817,PCFF02057,572.0,Fri
5725,Sun Aug 15 18:33:08 2021,2707952,CAR,2,4698,PC8BCEB19,572.0,Sun
5726,Sun Aug  8 22:39:41 2021,287249,CAR,2,4568,PCA8A783A,572.0,Sun
5727,Fri Jul 30 00:37:47 2021,4440060,CAR,2,4039,PC73BE1E2,572.0,Fri
5728,Thu Aug 19 11:25:05 2021,9676943,CAR,2,4212,PC422A6D1,572.0,Thu
5729,Sat Aug 14 13:13:21 2021,6337685,CAR,2,4533,PC8DA1D3B,572.0,Sat
5730,Sun Aug  1 15:05:40 2021,678267,TRUCK,4,4726,PCF6540C0,573.0,Sun
5731,Thu Aug  5 02:05:54 2021,2264319,TRUCK,4,4261,PC84FFC9D,573.0,Thu
5732,Wed Aug 18 05:20:24 2021,5371818,CAR,2,4941,PCA6403C1,573.0,Wed
5733,Sat Jul 31 03:41:55 2021,5463755,TRUCK,4,4334,PCCB383F8,573.0,Sat
5734,Sat Aug 14 16:43:11 2021,9431339,TRUCK,4,4142,PC7ACFF7C,573.0,Sat
5735,Tue Aug 17 11:50:08 2021,2255440,VAN,2,4716,PCFCB0018,573.0,Tue
5736,Sun Aug  8 06:28:55 2021,2633165,CAR,2,4036,PCE6CC50C,573.0,Sun
5737,Sun Aug  8 07:14:19 2021,2139623,VAN,2,4097,PCB1B5BEC,573.0,Sun
5738,Thu Aug  5 18:17:26 2021,4094470,CAR,2,4598,PC5526A36,573.0,Thu
5739,Mon Aug  9 00:56:56 2021,6981296,VAN,2,4335,PC76935F9,573.0,Mon
5740,Sat Aug 21 01:39:54 2021,2249517,TRUCK,4,4918,PC8F8E598,574.0,Sat
5741,Wed Aug 11 00:19:35 2021,9653901,TRUCK,4,4314,PC7E9E8F3,574.0,Wed
5742,Mon Aug  2 02:22:21 2021,4130964,TRUCK,4,4085,PC6150735,574.0,Mon
5743,Wed Aug 11 22:05:01 2021,2536228,CAR,2,4562,PC4C95CA2,574.0,Wed
5744,Sat Aug  7 02:43:53 2021,3836730,TRUCK,4,4178,PC8417B09,574.0,Sat
5745,Tue Aug 17 18:24:22 2021,6275128,CAR,2,4484,PCEF56843,574.0,Tue
5746,Mon Aug  9 21:59:24 2021,3035742,VAN,2,4213,PCDD316EB,574.0,Mon
5747,Sat Aug 14 08:19:30 2021,4399571,CAR,2,4828,PCF712D1A,574.0,Sat
5748,Thu Aug 12 05:13:59 2021,5450376,VAN,2,4073,PCA3797CA,574.0,Thu
5749,Wed Aug 11 22:54:00 2021,6230811,CAR,2,5003,PCAC9371E,574.0,Wed
5750,Mon Aug  2 17:28:27 2021,7518976,CAR,2,4285,PCB524A9F,575.0,Mon
5751,Wed Aug  4 16:34:41 2021,7890197,CAR,2,4514,PC374C341,575.0,Wed
5752,Mon Aug 16 09:38:27 2021,3282674,TRUCK,4,4179,PC5738A82,575.0,Mon
5753,Wed Aug  4 19:41:49 2021,638539,CAR,2,4812,PC22D9C6D,575.0,Wed
5754,Sat Aug  7 13:07:27 2021,6659348,TRUCK,4,4251,PCB30E45F,575.0,Sat
5755,Fri Aug  6 08:39:56 2021,9617913,CAR,2,4191,PCCC28F87,575.0,Fri
5756,Sun Aug  1 10:20:51 2021,4548944,CAR,2,4766,PCE36658B,575.0,Sun
5757,Fri Aug  6 15:55:45 2021,6277654,CAR,2,4764,PCF6B0D12,575.0,Fri
5758,Sun Aug 15 21:36:52 2021,6809416,CAR,2,4538,PCDE5402C,575.0,Sun
5759,Tue Aug 10 00:32:20 2021,8038891,CAR,2,4063,PC7667A3E,575.0,Tue
5760,Mon Aug  2 05:13:43 2021,4368029,CAR,2,4961,PC92C5115,576.0,Mon
5761,Mon Aug  9 02:02:41 2021,2570619,CAR,2,4993,PC0F0AB4E,576.0,Mon
5762,Mon Aug  9 15:44:16 2021,8095485,CAR,2,4470,PCB4FF8FA,576.0,Mon
5763,Mon Aug 16 22:47:11 2021,8803360,TRUCK,4,4416,PC546F252,576.0,Mon
5764,Fri Aug 13 00:30:00 2021,462422,VAN,2,4070,PCEECA8B2,576.0,Fri
5765,Sat Jul 31 02:49:31 2021,6541243,CAR,2,4844,PCC48E3A8,576.0,Sat
5766,Wed Aug  4 11:10:28 2021,9622998,CAR,2,4060,PC481C9F9,576.0,Wed
5767,Sun Aug  1 18:48:12 2021,3290308,CAR,2,4215,PC4C76F48,576.0,Sun
5768,Thu Aug 19 05:44:09 2021,7589629,TRUCK,4,4023,PC77793DF,576.0,Thu
5769,Tue Aug  3 19:29:32 2021,7892086,CAR,2,4703,PC395ADCB,576.0,Tue
5770,Mon Aug 16 02:39:30 2021,9519595,VAN,2,4577,PC8FE0901,577.0,Mon
5771,Fri Aug 20 00:48:52 2021,8922611,TRUCK,4,4388,PC803F0F2,577.0,Fri
5772,Thu Aug  5 19:06:21 2021,4143221,VAN,2,4938,PC6C57ED3,577.0,Thu
5773,Thu Aug 12 05:51:58 2021,2198198,VAN,2,4132,PC8E2A7E0,577.0,Thu
5774,Tue Aug 17 10:50:06 2021,9033545,VAN,2,4239,PCA185B1A,577.0,Tue
5775,Sun Aug 22 04:29:08 2021,5345165,VAN,2,4984,PCBABF130,577.0,Sun
5776,Mon Aug  2 09:20:37 2021,4171817,VAN,2,4798,PC17F8052,577.0,Mon
5777,Thu Aug 19 13:06:28 2021,1983709,CAR,2,4730,PC7DC0964,577.0,Thu
5778,Tue Aug 17 16:28:34 2021,8847288,CAR,2,4857,PC59F4E22,577.0,Tue
5779,Sun Aug 22 07:53:53 2021,7779534,VAN,2,4735,PC2294422,577.0,Sun
5780,Mon Aug 16 16:39:55 2021,5542637,VAN,2,4933,PC419F41D,578.0,Mon
5781,Wed Aug  4 15:09:12 2021,7143440,VAN,2,4128,PCC0E7E2A,578.0,Wed
5782,Fri Aug  6 19:08:22 2021,1885041,VAN,2,4397,PCB070250,578.0,Fri
5783,Sat Aug 21 22:12:42 2021,132233,TRUCK,4,4586,PC4A40D50,578.0,Sat
5784,Thu Aug 19 09:48:44 2021,8953200,CAR,2,4260,PC1A4796C,578.0,Thu
5785,Wed Aug  4 14:29:46 2021,9531585,CAR,2,4092,PC40C2E00,578.0,Wed
5786,Mon Aug  9 05:42:32 2021,2429442,CAR,2,4747,PC5E524A1,578.0,Mon
5787,Wed Aug 11 14:30:55 2021,3512234,CAR,2,4160,PC6DC0ACF,578.0,Wed
5788,Tue Aug  3 01:59:53 2021,6753468,CAR,2,4514,PC374C341,578.0,Tue
5789,Thu Aug  5 07:35:43 2021,3022962,CAR,2,4860,PCF4A2DA9,578.0,Thu
5790,Fri Aug 13 07:36:50 2021,8740173,CAR,2,4137,PC4FA703F,579.0,Fri
5791,Wed Aug 18 01:51:45 2021,6361318,TRUCK,4,4661,PC1585DF2,579.0,Wed
5792,Sat Aug 14 06:59:15 2021,2583089,CAR,2,4918,PC8F8E598,579.0,Sat
5793,Thu Aug  5 18:20:19 2021,5248241,CAR,2,4061,PC3A63A79,579.0,Thu
5794,Tue Aug  3 16:20:19 2021,1586810,CAR,2,4980,PCBD5C822,579.0,Tue
5795,Tue Aug 17 11:30:47 2021,6021276,CAR,2,4371,PC7E22FD8,579.0,Tue
5796,Fri Aug 20 15:02:01 2021,2042932,CAR,2,4894,PCDADB8C6,579.0,Fri
5797,Tue Aug 17 22:31:43 2021,1833489,TRUCK,4,4250,PCC695DB0,579.0,Tue
5798,Tue Aug  3 15:29:38 2021,7314052,CAR,2,4728,PC07BF95F,579.0,Tue
5799,Fri Aug 20 20:30:34 2021,470908,VAN,2,4715,PCFA0E4C0,579.0,Fri
5800,Mon Aug 16 05:12:00 2021,391477,CAR,2,4551,PCCA5979C,580.0,Mon
5801,Sat Jul 31 16:37:07 2021,2240227,CAR,2,4459,PCD9CAD56,580.0,Sat
5802,Thu Aug 12 01:21:45 2021,9566329,CAR,2,4499,PC1EEDA04,580.0,Thu
5803,Wed Aug 18 11:10:26 2021,8218745,CAR,2,4368,PC909A324,580.0,Wed
5804,Tue Aug 17 14:57:56 2021,7307021,TRUCK,4,4670,PC2BE6D87,580.0,Tue
5805,Sun Aug 15 13:43:38 2021,2251865,TRUCK,4,4360,PC084F676,580.0,Sun
5806,Thu Aug  5 06:57:50 2021,8874240,CAR,2,4672,PC03AE86F,580.0,Thu
5807,Tue Aug  3 15:24:40 2021,6272157,CAR,2,4160,PC6DC0ACF,580.0,Tue
5808,Thu Aug 12 22:04:37 2021,5501083,TRUCK,4,4987,PCF4A9637,580.0,Thu
5809,Mon Aug  9 18:05:46 2021,4803475,CAR,2,4373,PC8806694,580.0,Mon
5810,Fri Aug  6 02:51:02 2021,330797,TRUCK,4,4082,PCF86214E,581.0,Fri
5811,Sat Aug  7 02:18:55 2021,5319869,CAR,2,4846,PCBABD060,581.0,Sat
5812,Mon Aug  9 11:23:06 2021,8580866,VAN,2,4790,PC2387B02,581.0,Mon
5813,Mon Aug 16 19:02:57 2021,4781400,TRUCK,4,4198,PCB0994D1,581.0,Mon
5814,Tue Aug 17 18:38:39 2021,2888284,VAN,2,4025,PC5ABB8E4,581.0,Tue
5815,Sun Aug  1 07:44:41 2021,2857529,CAR,2,4122,PC8ED616E,581.0,Sun
5816,Fri Jul 30 10:11:09 2021,5203172,CAR,2,4381,PC9DD9DCD,581.0,Fri
5817,Tue Aug 10 09:20:38 2021,5652940,CAR,2,4802,PCBDD55F1,581.0,Tue
5818,Tue Aug  3 07:16:17 2021,124045,TRUCK,4,4277,PC010D2A9,581.0,Tue
5819,Tue Aug  3 18:51:18 2021,8335570,CAR,2,4202,PC65AA714,581.0,Tue
5820,Sun Aug  8 13:33:55 2021,6477596,TRUCK,4,4758,PCCE12794,582.0,Sun
5821,Tue Aug  3 00:55:54 2021,8004123,CAR,2,4611,PC2EBEAB9,582.0,Tue
5822,Wed Aug  4 06:01:38 2021,7955580,VAN,2,4354,PC0671DD4,582.0,Wed
5823,Sun Aug 15 01:26:10 2021,8569253,VAN,2,4372,PC1E0F3B6,582.0,Sun
5824,Fri Aug 20 13:31:41 2021,577541,CAR,2,4993,PC0F0AB4E,582.0,Fri
5825,Wed Aug  4 13:13:14 2021,660171,VAN,2,4840,PC49BFB36,582.0,Wed
5826,Fri Jul 30 20:22:47 2021,7483733,CAR,2,4783,PC9889263,582.0,Fri
5827,Mon Aug  9 18:59:45 2021,4256733,CAR,2,4726,PCF6540C0,582.0,Mon
5828,Wed Aug 11 01:21:40 2021,3162563,CAR,2,4080,PCBE7E15B,582.0,Wed
5829,Sat Aug 21 10:59:26 2021,9438596,CAR,2,4414,PC40BD0F3,582.0,Sat
5830,Fri Aug  6 00:54:57 2021,461962,CAR,2,4122,PC8ED616E,583.0,Fri
5831,Fri Jul 30 04:29:12 2021,9103923,CAR,2,4868,PC647292C,583.0,Fri
5832,Sat Aug 14 17:52:15 2021,3203679,TRUCK,4,4117,PCEB6517A,583.0,Sat
5833,Wed Aug 11 22:55:21 2021,5235885,CAR,2,4753,PC6AA246E,583.0,Wed
5834,Sun Aug 15 10:08:20 2021,5097958,CAR,2,4784,PCDB42B34,583.0,Sun
5835,Sat Aug  7 03:27:50 2021,7316755,CAR,2,4570,PCAE45EC0,583.0,Sat
5836,Fri Aug 13 04:10:36 2021,4419013,CAR,2,4229,PCD0DDD3D,583.0,Fri
5837,Tue Aug 10 19:04:36 2021,2120752,CAR,2,4456,PC8DFF744,583.0,Tue
5838,Thu Aug 19 20:14:35 2021,4759684,CAR,2,4639,PC879E7AB,583.0,Thu
5839,Thu Jul 29 13:17:08 2021,6304600,CAR,2,4882,PC8616CD8,583.0,Thu
5840,Fri Aug 13 18:12:04 2021,7093479,CAR,2,4891,PC57036DA,584.0,Fri
5841,Thu Jul 29 12:47:27 2021,4939611,TRUCK,4,4091,PC2E099B4,584.0,Thu
5842,Thu Aug  5 05:29:56 2021,7563617,CAR,2,4225,PCC1ED0C5,584.0,Thu
5843,Sun Aug  1 06:24:20 2021,9269769,CAR,2,4033,PC783B5FC,584.0,Sun
5844,Tue Aug 17 00:16:12 2021,8016304,VAN,2,4903,PCC3BCE65,584.0,Tue
5845,Thu Aug 12 07:02:58 2021,7032727,CAR,2,4806,PC8A8EA51,584.0,Thu
5846,Wed Aug 11 11:46:52 2021,7312965,CAR,2,4370,PC70B7987,584.0,Wed
5847,Mon Aug  2 16:22:27 2021,6205577,VAN,2,4785,PC787D664,584.0,Mon
5848,Sun Aug 22 15:30:49 2021,2193044,CAR,2,4291,PCD411AEF,584.0,Sun
5849,Sun Aug 15 15:05:54 2021,9942125,CAR,2,4859,PC685B3B1,584.0,Sun
5850,Sat Jul 31 07:01:25 2021,682481,CAR,2,4243,PCC4F7DCE,585.0,Sat
5851,Mon Aug 16 03:28:10 2021,1009820,CAR,2,4761,PCB206182,585.0,Mon
5852,Thu Aug 19 02:11:22 2021,2891101,CAR,2,4341,PC1E10EC3,585.0,Thu
5853,Tue Aug 10 01:01:19 2021,6182711,CAR,2,4928,PC16E79D4,585.0,Tue
5854,Sat Aug 21 07:28:29 2021,8825276,CAR,2,4645,PC14FBE4A,585.0,Sat
5855,Tue Aug 10 08:11:18 2021,8740684,CAR,2,4267,PCE51C5C7,585.0,Tue
5856,Sun Aug  1 00:17:32 2021,8247059,CAR,2,4346,PCA35B156,585.0,Sun
5857,Fri Aug 13 13:51:25 2021,2524523,CAR,2,4374,PCC321538,585.0,Fri
5858,Wed Aug 11 14:34:20 2021,2947533,CAR,2,5008,PC48D61BB,585.0,Wed
5859,Fri Aug 13 06:44:25 2021,9730075,TRUCK,4,4166,PCE450C55,585.0,Fri
5860,Thu Aug 12 12:04:22 2021,3941549,CAR,2,4503,PC69DE15C,586.0,Thu
5861,Tue Aug  3 10:00:25 2021,9178225,CAR,2,5003,PCAC9371E,586.0,Tue
5862,Sun Aug 15 19:36:36 2021,685266,CAR,2,4523,PC0005AC7,586.0,Sun
5863,Sun Aug 22 07:51:44 2021,4405798,VAN,2,4290,PC84E8CEF,586.0,Sun
5864,Fri Aug 20 13:12:14 2021,3267525,CAR,2,4160,PC6DC0ACF,586.0,Fri
5865,Wed Aug 18 06:06:15 2021,6783722,CAR,2,4789,PCBE8B2AB,586.0,Wed
5866,Fri Jul 30 01:19:44 2021,3966360,TRUCK,4,4342,PCE7F2748,586.0,Fri
5867,Sun Aug 22 17:26:49 2021,4376919,CAR,2,4860,PCF4A2DA9,586.0,Sun
5868,Mon Aug 16 10:45:12 2021,7585536,TRUCK,4,4001,PC58105BF,586.0,Mon
